gene,grad_abs
EIF2AK3,0.1404384
VPS4B,0.14041261
PI4KA,0.14037557
GMEB1,0.14035912
ADAP1,0.14034837
ARHGEF7,0.14029615
TMIE,0.1402639
CSGALNACT2,0.14026311
FKBP15,0.14026056
PPWD1,0.14023529
RABAC1,0.14018126
ZNF780B,0.14017132
AGPAT4,0.14015234
ARHGDIA,0.14014861
VMAC,0.14013451
TMEM173,0.14013247
TIMM17B,0.14012475
GTSCR1,0.14011782
EMC2,0.14011282
SELPLG,0.14010242
LYG1,0.14007924
ALG2,0.14003745
NDUFB3,0.14002034
RP11-18H21.1,0.14000759
SNORD3A,0.1400058
INSIG1,0.14000577
CALU,0.13995685
DMTF1,0.13991421
AL592183.1,0.13991219
ATP6V1C1,0.13991125
TRMT6,0.13990991
MPHOSPH9,0.13989447
LPCAT4,0.13984439
TANC2,0.1398128
ZMIZ2,0.13980842
WBP5,0.13980332
TRERF1,0.13979767
PELP1,0.13978143
NDUFC2,0.13977279
RP11-138A9.1,0.13976355
KDM2B,0.13975415
M6PR,0.13972977
SNURF,0.13972285
IL12RB2,0.13971874
ZNF500,0.13969669
CRIP1,0.13969265
ARHGEF4,0.13968885
DGCR8,0.13961093
ZNF626,0.13960162
EREG,0.139536
LMBRD2,0.13952932
PEX26,0.13952018
HERC4,0.13949911
ARRDC4,0.13943434
KLF10,0.13941734
PRRC2A,0.13941222
DIMT1,0.13934241
SUFU,0.13933146
KLHL2,0.13930641
NPC1,0.13927469
CDC123,0.13926294
COX10,0.1392421
NUP214,0.1392335
UBE2D3,0.13918675
ABCF1,0.13916086
SHISA4,0.13913581
SERP1,0.13911086
AC123768.4,0.13907056
PJA2,0.13906476
OXA1L,0.13906293
ANTXR2,0.13904853
AC022182.3,0.1389947
MRPL51,0.13896464
LETM2,0.13896169
CCSER1,0.13895516
CD200,0.13893156
REXO2,0.13891988
RP11-410L14.2,0.13891305
LRRC56,0.13887662
NT5C,0.13887653
NUP54,0.13883372
RP1-29C18.10,0.13882478
DDX11-AS1,0.1388139
RNF6,0.13880375
MAST4,0.1388035
EML4,0.13878782
SLC7A6OS,0.13878058
CCNYL1,0.13876428
CCNB1IP1,0.13873783
SLC2A9,0.13873243
ZNF667-AS1,0.13870794
IFT88,0.13868622
FAU,0.13867132
RP11-774O3.3,0.13863008
CMTM3,0.13862287
KMT2B,0.13861802
KIAA1324,0.1385954
ATP5S,0.13859427
TIPARP,0.13859384
TMEM65,0.13858956
SLC31A1,0.13852839
RP11-392P7.6,0.13844605
ANK3,0.13844575
ARF1,0.13843265
MMEL1,0.138413
PTMA,0.13839626
HAR1A,0.13837238
GAL3ST4,0.13831879
RAB21,0.1382831
ANKRD52,0.13827749
URGCP,0.13827612
SPATA41,0.1382664
SNAI1,0.13825563
RNFT2,0.13825442
EHBP1,0.13823237
MAP3K13,0.13822898
DNAJB2,0.13820405
GTF2F1,0.13820088
FOXK1,0.13819893
RFX7,0.13818613
ADCY3,0.13818364
PDCD4-AS1,0.13816512
EXOSC8,0.13814878
ATF7IP,0.13807957
IRF4,0.1380641
SLC50A1,0.13804406
RP11-863K10.7,0.13799493
MEF2A,0.13795137
CENPE,0.13793594
NUDT7,0.13793443
YBX3,0.13791677
ARPC5L,0.13791472
WAPAL,0.13790748
ZNF286B,0.13790329
RMI1,0.13785854
ZBTB22,0.13785517
PRR11,0.13783875
HSPB1,0.1378291
XKR8,0.13781847
TRIP6,0.13776897
RUVBL1,0.13776447
HIST1H1E,0.13774727
SSU72,0.13772012
HNRNPAB,0.13769251
ARL15,0.13769092
ASTN2,0.13761003
CTD-2012J19.3,0.13755567
FRS3,0.13753656
PSMD4,0.13752554
JAGN1,0.13749918
CTD-2544N14.3,0.13749482
KNOP1,0.13744691
RP1-317E23.3,0.13743494
COG4,0.13741815
UBE2V1,0.13741668
PAX8,0.13740914
CLEC11A,0.13740602
ASB8,0.13736662
CBLL1,0.13734864
LAP3,0.1373103
ATP5L,0.13730025
NUCKS1,0.13729241
SMAD7,0.1372663
RTN3,0.13726172
MAP4K4,0.13725762
B3GALTL,0.13724975
PPP1R16A,0.13722913
SNUPN,0.13722798
ANKRD54,0.13721053
NUBP2,0.13720538
CYB5R3,0.13719799
ANKS1B,0.13718688
THNSL1,0.1371295
ZBTB48,0.13712075
C6orf48,0.13709228
FAM120B,0.13706629
SPIN4,0.1370571
FBXO5,0.13694647
GDE1,0.13693416
CHST14,0.13691162
TMEM255B,0.13690957
AC103563.8,0.136902
CSF1,0.13689081
RASA1,0.13687915
ITSN2,0.136832
SAYSD1,0.13682486
MRPL50,0.13674298
SLC35B3,0.13673232
MAPK7,0.13672505
ZNF548,0.13667712
MVB12B,0.13666329
NINJ2,0.13660581
TMEM179B,0.13660268
YLPM1,0.13659927
MCOLN2,0.13659663
DNAJB9,0.1365711
ITGAX,0.13655636
NEMF,0.13653587
CCDC153,0.13653539
RCBTB1,0.13649364
MAP1LC3A,0.13648632
C2orf76,0.13647135
NCLN,0.13642998
LDLRAD3,0.1364131
IREB2,0.13636494
TUBB6,0.13636163
MAP3K7,0.1363476
TAB2,0.13634625
DENND6A,0.13632534
NFATC1,0.1363178
RRAGC,0.13630134
C17orf49,0.13629593
PUSL1,0.1362817
MTHFS,0.13621677
C1orf213,0.13621564
AK3,0.13621455
SPHK1,0.13621297
RP11-142C4.6,0.13620779
TMEM106B,0.1361631
ALDH3B1,0.13616155
ZRANB3,0.1360971
IDUA,0.1360917
DPYSL2,0.13607898
APOBEC3B,0.13607877
PTP4A3,0.13605876
TNFSF8,0.13605513
RAB31,0.13605371
IL6R,0.13601705
TMEM160,0.13599275
SLC25A16,0.13593589
UBE2W,0.13590634
TRANK1,0.13583723
EIF3E,0.13579358
SLC16A4,0.13578582
C2CD2,0.13578168
ZNF142,0.13577302
STIM2,0.13575967
CGGBP1,0.1357212
ABCC5,0.13570943
STS,0.1356755
ORMDL1,0.13567387
HLA-DQA2,0.1356718
MCM8,0.13566995
TNFAIP8L2,0.13560215
TMEM248,0.13559258
HSPB9,0.13556471
PEBP4,0.13554189
PRPSAP1,0.13554144
TBCA,0.135535
DENND3,0.13551828
PAWR,0.13550617
USP46-AS1,0.13549961
SRRM1,0.13545653
ZNF687,0.13544199
TRMT11,0.1354092
DAPP1,0.13531318
SLC29A2,0.1353111
ESYT2,0.13529323
ROCK2,0.13521299
TRIM58,0.13516778
PRPS2,0.13514869
ENTPD3-AS1,0.1351444
FLYWCH2,0.1351199
EIF4EBP1,0.13511938
PARN,0.13510239
CCDC30,0.13510141
FAM153B,0.13508768
C1orf54,0.13506307
MYH3,0.13504493
XRCC1,0.13502763
GIN1,0.13496755
C1orf198,0.13491508
CRY2,0.13489898
PSMD7,0.1348849
ARHGAP15,0.13483413
NDUFB4,0.1348281
LLGL2,0.1348234
C5orf22,0.13481511
TSTD1,0.13479196
RP11-295P9.3,0.13477562
COMMD8,0.13477458
CMC2,0.13476653
YY1,0.13474531
RABGAP1L,0.13474038
RP11-159D12.2,0.13473898
THOC7,0.13473387
TGFBI,0.13460645
RP11-326K13.4,0.13460563
C6orf211,0.13457245
SLC35E2B,0.13457103
C19orf33,0.13451831
UBE2D2,0.13451529
DNAJC17,0.13444747
CHEK1,0.13444713
NDUFB5,0.13443695
TMEM136,0.1344263
CSRNP1,0.13442357
RAPGEF1,0.13439672
OSGEP,0.13437349
PGRMC2,0.13435313
PYURF,0.13434866
TSC1,0.13431196
PRKCA,0.13429259
TTC4,0.13427046
TRAP1,0.13425969
EPHX2,0.13423817
ARL17B,0.1341836
PRDX6,0.13417982
PPFIBP1,0.13417464
C12orf39,0.13416389
WDR91,0.13413395
NFATC2,0.13409166
ARHGAP4,0.13406721
USP13,0.13404973
CWC25,0.13404806
MBD4,0.13404578
MBP,0.13392311
RRAS,0.13392308
IKBKE,0.13390417
SMAP1,0.13390326
STXBP5,0.13389482
ARL14EP,0.13388713
PIK3R2,0.13388269
SEPT11,0.13386823
CYSTM1,0.13384958
HPRT1,0.13384826
CCDC28A,0.13383982
CYSLTR1,0.13378055
PRKCQ-AS1,0.13376194
C21orf33,0.13376087
POLR2B,0.1337539
CR2,0.13363612
RP11-128M1.1,0.13361204
SULT1A4,0.13360779
SNTB2,0.13358036
RPS6KA5,0.13357738
YTHDF2,0.13355218
RP11-285F7.2,0.13353102
CENPL,0.1335221
ANXA11,0.13351776
AIDA,0.13349202
YRDC,0.133461
RP11-490M8.1,0.13345951
KCMF1,0.13341452
RP11-560J1.2,0.1334084
SP1,0.13338085
RP11-46J23.1,0.13337925
TGS1,0.13336194
ALOX5,0.13335899
TUBB4A,0.13335681
ODF2,0.13334718
RBBP7,0.13334076
PAX5,0.13333222
HIATL2,0.1333293
CEP164,0.13332479
RTN4IP1,0.13331607
GFI1B,0.13325231
RP11-138P22.1,0.13325086
RP11-66N24.4,0.13325045
AC007386.2,0.1332479
TOPORS-AS1,0.13324784
CD1D,0.13324524
DUSP16,0.13321656
TNFRSF1B,0.13315587
ZFAND2A,0.13313974
IKBKG,0.13308275
FUT4,0.13306096
STXBP2,0.13302667
SAMM50,0.13300242
KLHL7,0.13296688
CYP51A1,0.13296346
BCL2L13,0.1329418
RING1,0.13288082
FEM1B,0.13286364
PLD3,0.13280031
TUFT1,0.13279416
BBS1,0.13278916
TLK2,0.13277152
DSCR3,0.13274851
DHX9,0.1327124
ACVR1B,0.13271195
CERS6,0.13271049
RIOK1,0.13269976
AP2B1,0.13265732
CAPG,0.13263977
ZNF846,0.13250104
CTPS2,0.13244697
RFFL,0.13244489
GCAT,0.13242118
C19orf53,0.13241538
ALG9,0.13241506
SOAT1,0.13241023
DDX21,0.13240035
TAF5L,0.13239804
TIMM10B,0.13238421
SLC30A4,0.13238186
C12orf4,0.13234265
TRIM14,0.13232046
C1orf21,0.13226233
AXL,0.13223693
MYO1G,0.13222614
BRCA2,0.13220268
TOM1L2,0.13217954
MEMO1,0.13215175
SLC25A32,0.13214293
IGFLR1,0.13208817
FKBP4,0.1320558
LCOR,0.13204804
APOBEC3A,0.13202327
MKL1,0.13198297
MTM1,0.13197286
SLC15A2,0.13196531
CETN2,0.13195197
RP11-383J24.6,0.13194683
TRIM23,0.13194117
MORC4,0.13194112
CRK,0.13193096
ATP6V0E1,0.13190763
CHRAC1,0.13190717
TAX1BP1,0.13189779
FXYD7,0.1318976
KIF27,0.13189745
FRY,0.1318883
TMEM50B,0.13188122
PRDX5,0.13186379
KARS,0.1318449
IFI16,0.13184102
TMEM184B,0.13183019
CADM1,0.13180894
RP11-504P24.8,0.13179824
DPM2,0.13178211
C7orf31,0.13178013
MIR181A1HG,0.13176738
GBP5,0.13176437
TMED1,0.13174935
NAF1,0.13174736
ABCB7,0.13172163
NFAM1,0.13169476
TNRC18,0.13169396
GCLC,0.13167106
MANF,0.13166504
RP11-378A13.2,0.13165514
TMEM81,0.13165496
ZNF48,0.13165385
EMR1,0.13161246
SEC16A,0.13157536
ZNF831,0.13156116
PWAR6,0.1315307
TLDC1,0.13152906
ATP1B3,0.13152353
SIDT1-AS1,0.13150099
TIMM22,0.1314975
AC009133.12,0.1314889
DCXR,0.13146774
KIAA1429,0.1314503
CD247,0.13144964
RTCB,0.13143077
CHFR,0.13142705
AC093609.1,0.13141285
SH3GLB2,0.1314032
SNX3,0.13139598
ZBP1,0.13135487
LIPE,0.13133632
RP11-428G5.5,0.1313111
HACE1,0.13130313
RFX5,0.13119276
FBXO33,0.1311884
CTNNAL1,0.13113824
STARD5,0.13109453
UBE2N,0.13108799
SCYL2,0.13108478
NLRP2,0.1310716
AGAP2,0.13106346
ZNF485,0.1310508
APLP2,0.13104352
GFM2,0.1310425
DIEXF,0.13102989
TMEM243,0.13100955
KLHL23,0.1309935
TTLL3,0.13098305
MMS22L,0.13098042
DPM1,0.13097277
TRAF7,0.13097098
MAPK11,0.13094401
RTCA,0.1309199
SAP30BP,0.13090558
ZBTB43,0.13088478
EP300,0.13087876
NMRK1,0.13087825
MRPS17-1,0.13087572
ZNF337,0.13087417
ANGEL1,0.13086465
RP11-750H9.5,0.13086054
UPF3A,0.13080558
ZNF74,0.1307788
NAA25,0.13076071
MAT2A,0.13074918
PXMP2,0.13074751
UNC5CL,0.13071622
TAF13,0.13071407
FANCE,0.13068452
SMARCAL1,0.13064957
HDHD2,0.13055533
SLC9A8,0.13053478
SWI5,0.13053001
DOCK10,0.13049887
CHRNB1,0.13047715
KLF16,0.13046713
SLC25A53,0.13044289
DGAT2,0.13038427
OCEL1,0.1303696
CTD-2302E22.4,0.13034587
CAPZA2,0.13033918
PTPRK,0.13032135
HIVEP3,0.13031273
KDM4C,0.13031127
ERP27,0.1303019
SYVN1,0.13030116
SLC26A11,0.13029614
MESDC2,0.13029373
TCP11L2,0.13026445
CTD-2015H6.3,0.130212
TNFRSF18,0.13020526
PLCB3,0.13020249
SIRT7,0.13015796
BCL9,0.13015711
COPS7A,0.130148
ATP6V1E1,0.1301105
BAG4,0.13003962
C7orf13,0.13003927
TMEM141,0.13003576
TAF6L,0.13002333
SREBF1,0.13000223
BZW1,0.12999137
ATP11C,0.12998712
TET1,0.12996568
MTG1,0.12996034
AC004951.6,0.12992692
PORCN,0.1299084
GSPT2,0.12989366
POC5,0.12989326
SMIM13,0.12988575
DESI1,0.12983668
MACF1,0.12981342
STOML1,0.12980479
CTD-2350C19.2,0.12977318
PPFIBP2,0.12976283
RP11-339B21.13,0.12975664
IDS,0.12973592
IPMK,0.12970947
MIDN,0.12970807
PVRL2,0.12968485
CHD2,0.12966755
WDR61,0.12965785
URB2,0.12965494
CERS5,0.1296392
RP11-127B20.3,0.12963766
TIGD7,0.12963331
PCBP1,0.12962201
POLR2C,0.12960711
PPP1R14A,0.12960124
STARD3,0.12958275
DNAJC24,0.12957183
GNAI3,0.12957166
DOCK2,0.12955697
IRAK4,0.12955685
MCRS1,0.12950715
CTD-2035E11.4,0.129438
TANGO2,0.1293764
KANK1,0.12936346
CEACAM4,0.12930214
DDX3X,0.1292999
GPALPP1,0.12929516
GADD45B,0.12927486
PAK3,0.12926109
VIMP,0.12924723
EIF5A2,0.12921838
TRMT61B,0.12920325
DIABLO,0.12918642
TMEM223,0.12918155
TRABD2A,0.1291713
RP11-798M19.6,0.1291697
FAM219B,0.12916929
ZNF343,0.12915799
SETDB2,0.12915698
PLD2,0.12914623
CTB-152G17.6,0.12913346
BUB3,0.12913162
CHERP,0.1291265
FKBP1C,0.12912296
SIVA1,0.12908703
NAT10,0.12908188
RAB13,0.12906504
ZC3HAV1,0.12902565
USMG5,0.1289968
RPS21,0.12899204
CIPC,0.12897874
ZNF737,0.12890474
GAS8,0.12888058
KIAA1211L,0.12887505
C15orf57,0.12886775
RPL19,0.12886226
ZFP14,0.12884419
CNPY2,0.1288305
RAPGEF3,0.12879455
ITGA1,0.12878652
SLC16A6,0.12876451
PIGU,0.1287102
UFC1,0.12867518
RTTN,0.1286572
IRF5,0.12863997
ZBTB14,0.12863192
TIAM2,0.12861237
PLEKHN1,0.12860732
D2HGDH,0.12858795
CHPF2,0.12855801
LDOC1L,0.12855642
RP11-169D4.2,0.12854868
SPIRE1,0.12853841
IFT46,0.12851979
RPS6KA3,0.12849903
WBP2NL,0.12846403
RP11-532F6.3,0.12846297
THEM6,0.12843837
KCTD20,0.12842996
BRWD1,0.12842247
SNAI3-AS1,0.12839085
C17orf51,0.12836607
PTS,0.12835333
GAB2,0.12835138
RP4-610C12.3,0.12834388
AC124944.3,0.12833923
PKIB,0.12829925
DNM1L,0.12829678
RAD17,0.12829468
CCDC69,0.12829305
LIPT2,0.1282834
LOH12CR1,0.12827492
MICB,0.12827398
NUDT18,0.12827261
SH2B2,0.12825455
ARRDC5,0.12825349
MCMBP,0.12823744
LINC00996,0.12816578
MGME1,0.12814176
TRUB1,0.12812798
RP11-76E17.3,0.12811856
ADAMTSL4,0.12810254
DNAAF2,0.12807462
TRIO,0.12806307
PEX11A,0.12802225
ABHD1,0.12801194
ALDH16A1,0.12799288
FBL,0.12798171
VARS2,0.1279629
HIST2H2BF,0.12795731
SEPT10,0.12792732
RP11-381K20.2,0.12790644
SLX1A,0.12789539
RASGRP2,0.12789336
C4BPB,0.12789154
SPATS2,0.12787147
PLEKHG3,0.12785307
FAM178A,0.12782903
TOP3A,0.12781292
MTPAP,0.12780418
RP11-214O1.3,0.12779105
PACSIN2,0.12776065
LACC1,0.12775537
ZNF146,0.12774515
GLYCTK,0.12774056
TAB3,0.12772377
LIG1,0.12768275
TMEM186,0.12768015
C19orf66,0.12764658
ADC,0.12761897
RP5-1085F17.3,0.1275964
RETN,0.12758979
TNFSF12,0.12758556
C19orf43,0.12758334
EPHX1,0.12752777
ZNF682,0.12751926
ABCD4,0.12751552
AC018755.1,0.12750813
MAFK,0.1274937
AFF1,0.12748004
REPS1,0.12747553
CTSK,0.12747553
DDX19B,0.12746754
U47924.31,0.12744571
DNAJB11,0.12743597
NOC4L,0.12741752
ENDOG,0.12740941
NBPF12,0.12740454
CPVL,0.12738985
MYO15B,0.12738693
AP003774.6,0.12734632
ZNF93,0.12732942
FBXO32,0.12732874
USP37,0.12732497
GARS,0.12729302
RP11-536K7.3,0.12729244
ARPC5,0.12728429
CTC-250I14.6,0.12727162
CCL20,0.12726414
PDS5B,0.12723003
C14orf64,0.12719724
AC006369.2,0.12716568
ZSCAN30,0.12714685
BRF1,0.12712331
KMT2E-AS1,0.12712197
USP10,0.12710162
MTCH1,0.12707464
DCPS,0.1270726
NHP2,0.12706916
SNX12,0.12706573
SMC6,0.12705846
PPP1R2,0.12705407
NFKBID,0.12704653
HIVEP2,0.12701602
MPI,0.12700754
ALKBH6,0.12698002
SAMD9,0.1269649
MMD,0.12696275
DDI2,0.12696055
DYNLL1,0.12695543
AIRE,0.12692595
GSTT1,0.1268607
JMJD4,0.12685952
SIPA1,0.1268544
ITGB2,0.12683807
POFUT1,0.12683757
RPL10A,0.12683637
LY6E,0.12682866
GNA13,0.12681317
SSBP1,0.12680964
AQP10,0.12680672
SNF8,0.126806
CHST15,0.12679559
HACL1,0.12677774
ZNF696,0.1267772
HSPA1L,0.12674719
ATF7,0.12674262
EFHC1,0.12672135
ZBTB6,0.12671259
RELT,0.12670952
ZNF248,0.12670633
DNTTIP1,0.12670428
ARL6IP1,0.12670286
OVGP1,0.12670194
ZNF362,0.12668945
DSEL,0.12668885
ZCCHC9,0.12668079
FBF1,0.12665807
RP11-297N6.4,0.12665127
RBL1,0.12660421
SLC25A19,0.12658939
TNF,0.12658574
VPS13D,0.12657472
C10orf76,0.12654555
SLC29A3,0.1265432
MIR4453,0.12652357
AL136376.1,0.12652098
FBXO42,0.12650369
SOCS4,0.12650123
TMEM11,0.1264766
C7orf60,0.1264763
FAM71D,0.12647367
CBR3,0.12646863
PJA1,0.12645218
LMBRD1,0.12642562
MC1R,0.1264174
DUS1L,0.12641664
RP11-111M22.2,0.12640929
MAP3K14-AS1,0.12625968
TWISTNB,0.12624985
TXNRD1,0.12623432
HDAC8,0.12622203
NFRKB,0.12621126
JOSD1,0.12618911
TMEM256,0.12617762
BAX,0.12613758
GPM6B,0.12612955
TMSB10,0.12611668
RP11-407G23.3,0.12609613
FAM188A,0.12604173
C14orf142,0.12601678
RBM12,0.12601542
BECN1,0.1259935
HES4,0.12598687
MS4A6A,0.12594603
RPUSD1,0.12591772
WDR74,0.12591717
PLP2,0.1258994
C1orf233,0.12589917
OGFRL1,0.12589365
STAC3,0.12585737
C11orf35,0.12585618
MMADHC,0.1258137
C9orf89,0.12580772
C9orf147,0.12579438
MCAM,0.12579128
CREBBP,0.12577252
CMIP,0.1257651
MTMR2,0.125763
PRR7-AS1,0.12574781
FNBP1,0.12573905
PLLP,0.12571502
TMEM14A,0.12570421
AKAP10,0.1257036
PDPK1,0.12570207
ANKRD36,0.12567194
BACH1,0.12566757
KIF3C,0.12564902
C19orf52,0.12561539
RNF169,0.12561229
IQSEC1,0.12558813
NCR3,0.12558338
RPP40,0.12556988
ANKRD55,0.12556583
TECPR2,0.12553722
CHIC2,0.12547845
CD58,0.12547834
ADAM23,0.12547083
WDR81,0.1254662
TLR10,0.12546195
ARMC2,0.12545699
RP11-936I5.1,0.12545402
GET4,0.12543282
SOWAHD,0.12542808
C12orf5,0.1253854
MMP11,0.12535712
PDK1,0.12534751
HLA-DOB,0.12533121
RP11-227D13.4,0.12532796
CORO1B,0.12532471
TUBA4A,0.12532276
CYTL1,0.12532254
TMEM116,0.1253201
PBX4,0.1253199
CDK12,0.1253189
GOLM1,0.12530516
RP11-830F9.6,0.12530008
TMEM238,0.12528622
LINC00843,0.12526865
CTD-2547L24.4,0.12523781
MICA,0.12523387
ZNF830,0.12522139
DIP2A,0.12520382
ST3GAL1,0.12519282
SUCLG1,0.12518595
LACE1,0.12517077
POGK,0.12516584
NADSYN1,0.12516546
SAMSN1,0.12515959
FAM211A,0.12514706
TRAPPC4,0.12514348
REPS2,0.12512256
ILF2,0.12510262
CSRNP2,0.12504242
DTWD1,0.1250383
RP11-443B7.3,0.1250342
HERC1,0.1250102
ENO3,0.12499517
PHF12,0.1249707
ZADH2,0.12495122
TAOK2,0.12495056
PLEKHA7,0.124933586
WDR73,0.12490063
CMTM5,0.12489623
SNAPC4,0.12488382
ARL3,0.124878824
UBQLN1,0.124878526
RPA1,0.12487238
ZSCAN9,0.12486007
THBS3,0.124856375
FRA10AC1,0.12484866
DNAJC5B,0.12484582
IL11RA,0.12483418
RNF167,0.124806665
KANSL1,0.124805905
USP18,0.12480222
C8orf37,0.12479939
AC008964.1,0.124797024
AAED1,0.12479606
ASXL1,0.12478705
BCL2L2,0.124778666
TFG,0.124771945
RAB11FIP4,0.12474486
NDUFAF3,0.12474244
ZNF391,0.124741904
BPGM,0.12472632
PGAP1,0.12469634
NAMPT,0.124656
LTBR,0.12465503
SNAPC3,0.12462364
AC004257.3,0.12461831
HSPB11,0.12460867
RNF138,0.12460742
MAP4K5,0.12455979
SLC35A4,0.12453717
MED29,0.12451578
LINC00880,0.124466814
SNORD3B-1,0.12444385
LYRM9,0.124419965
NAB1,0.1244133
SLC14A2,0.12439638
RAD51AP1,0.12438969
FAM114A2,0.124383554
XPR1,0.12436106
ING1,0.12435859
PIN4,0.12435094
KIAA0825,0.12434427
THAP9-AS1,0.124330156
CACNA1C-AS2,0.124320075
ANKRD23,0.12430144
MAN2C1,0.1242997
FGFBP3,0.12429842
DOT1L,0.12429771
PPP4R1L,0.12427389
RP5-1042K10.10,0.124270976
MYL12B,0.12423432
SUPT3H,0.12420328
GGCT,0.124153115
HAGH,0.12415188
LRRC48,0.12414283
TSPAN31,0.12410922
COQ10A,0.12410726
SH3PXD2A,0.124061085
KB-1208A12.3,0.12406016
NHSL1,0.124055564
MARCH6,0.12402626
KCTD21-AS1,0.12397599
AC113189.5,0.12397288
VBP1,0.12395261
CYP20A1,0.12394799
LHPP,0.123927586
GOPC,0.123923175
MRPS23,0.123911716
AC104809.3,0.12389979
ZSCAN29,0.123887
POLB,0.12388433
EMC4,0.123882085
PSMC4,0.12386983
PFKL,0.12382517
FKBP8,0.12382111
ALKBH8,0.123818144
TPRG1,0.123809986
RP3-467K16.4,0.12378323
RREB1,0.12376789
FLII,0.12376222
GATS,0.123751685
PANK2,0.123740405
DNAJC27,0.12372524
KRIT1,0.123661995
NEK11,0.12362408
RP11-286E11.1,0.123597674
DHCR7,0.12359454
EPS8L2,0.123584956
KATNB1,0.12357507
ITPR3,0.123503014
FAF1,0.12348926
MFN2,0.12347563
F11R,0.12347353
ZNF346,0.123471424
SLC9A3R2,0.12346497
PLXNA1,0.12344508
SFXN3,0.12342715
RPL26L1,0.123423755
C12orf49,0.12341986
ATP9B,0.12341396
TTF1,0.123407185
ASPH,0.12340669
STAT1,0.12340659
MORF4L2,0.12340638
LYPD2,0.1234034
AC097500.2,0.12339281
CTC-338M12.4,0.12338039
ITLN1,0.12335146
RAB33B,0.12332097
EAF2,0.123320706
KAT7,0.12331829
NPIPB11,0.12331231
RP5-1028K7.2,0.12330116
FKBP5,0.12328637
TMEM131,0.12328012
FBXL18,0.123276465
TP53INP1,0.12327244
IL18BP,0.123271674
AC004854.4,0.12324557
APH1A,0.12323896
DDX26B,0.12321688
TCL1B,0.123211555
PET100,0.12319559
PPBP,0.12319114
RP11-134G8.7,0.12316939
CLCC1,0.123165146
IL2RA,0.12315976
FBXO28,0.12315488
KLF11,0.12315438
NDUFAF5,0.12314244
BOLA2B,0.123096496
ETF1,0.123090975
ACSL1,0.12308253
METTL20,0.123065636
CCL28,0.12305614
KHSRP,0.123052
IKZF4,0.123043686
AIFM3,0.12300007
YPEL3,0.12299462
MPDU1,0.12298984
RP11-773D16.1,0.12297764
SPCS1,0.12297631
LMNA,0.122966155
TMEM182,0.12296597
KIF3B,0.12294383
PDE5A,0.12294283
AP3D1,0.12293211
TLE3,0.12293111
RP11-430B1.2,0.122920305
HELQ,0.12290713
SYCE3,0.12290234
LL22NC03-2H8.5,0.122893326
UTF1,0.12288199
NUBP1,0.12287499
USP51,0.12286935
SPEN,0.12285834
CECR6,0.12281824
EMC1,0.12281461
CASP9,0.12280255
POGZ,0.12279203
LIME1,0.12278138
RP11-356N1.2,0.122770034
CPED1,0.12276329
KCNH8,0.12273329
MRPL53,0.12269305
RP11-299J3.8,0.12266339
SCAF11,0.12264777
COQ7,0.12260982
MKS1,0.12256907
ZNF841,0.122547954
PNMA5,0.12252776
TRAPPC1,0.12252602
LIN7B,0.12252379
C20orf196,0.12252218
DOPEY2,0.12252078
CPNE1,0.12251955
TMEM121,0.12251726
USP4,0.1224945
CMC1,0.12248445
RRP36,0.12245793
DNAJC19,0.12245191
RP11-63P12.6,0.12244655
TMEM241,0.12244267
NELFCD,0.12236415
NME7,0.122357994
RP11-554J4.1,0.122355364
CTD-2616J11.2,0.12235427
FAM104A,0.122335136
FAM179B,0.12233055
HIST1H4J,0.12231985
PFDN4,0.12231731
EDC3,0.12229832
UNC119B,0.12228855
POLM,0.12226462
ZNF124,0.12225072
PNOC,0.122243315
TAB1,0.12222439
KIF13B,0.12222018
C22orf46,0.1222201
RTN4R,0.12221819
RP11-634H22.1,0.122193605
MBOAT1,0.122180074
CPSF7,0.12217917
FAM49B,0.12217732
VAV2,0.12217694
RP11-427H3.3,0.12217486
MYBL2,0.12217226
RP11-53I6.3,0.12215777
FAIM,0.122136116
LDLRAD4,0.12212202
RP11-97C16.1,0.122120224
ZCCHC7,0.12211875
COMT,0.122117504
C1orf216,0.12210494
MED14,0.122096576
LRSAM1,0.122081235
COMMD2,0.12207968
DHX37,0.12207678
MICAL2,0.122063935
AASDHPPT,0.12206096
UHRF2,0.12203639
RP5-884G6.2,0.12202557
RP11-166O4.6,0.12199608
MRPL34,0.121990345
DXO,0.121988155
RP11-385F7.1,0.12198609
ZSWIM8,0.12198088
PSRC1,0.12197765
RAB8A,0.121920735
PPP2R3C,0.12191903
BCAS4,0.12191856
SLC25A29,0.12191463
CHKA,0.12191064
RHBDL1,0.12188246
HINT3,0.12188221
CKMT2-AS1,0.121869594
EARS2,0.12186636
C10orf32,0.121833384
CAMSAP1,0.12182163
CREG1,0.12179749
NDUFV1,0.121792525
RP5-1180E21.5,0.12178972
CTC-338M12.5,0.121762834
DVL2,0.121730246
NUP50,0.12172674
SASH3,0.12172002
SCARF1,0.12171128
MED1,0.12169252
RASGRF2,0.12169017
AE000662.92,0.12168696
CAPZA1,0.12168275
DDX41,0.121662885
RAB11FIP3,0.12166248
TMEM109,0.12164899
MAPKAP1,0.1216342
RP11-672L10.6,0.12160559
TSPYL2,0.12160157
DNAJA3,0.12160111
SIAH1,0.121590436
MOB2,0.12158468
PSMD14,0.12158019
CLCN1,0.12156834
SLC1A7,0.121567234
POLR3E,0.1215513
PDHA1,0.12154023
